IP,PORT,DESCRIPTION
75.183.143.59,80,Time Warner Cable
24.172.44.125,80,Time Warner Cable
98.25.146.25,80,Time Warner Cable
70.63.224.154,80,Time Warner Cable
75.183.138.13,80,Time Warner Cable
24.172.55.222,80,Time Warner Cable
208.65.21.82,80,Compunet
208.65.21.17,80,Compunet
24.199.189.182,80,Time Warner Cable
24.172.45.240,80,Time Warner Cable
24.172.45.209,80,Time Warner Cable
96.10.105.203,80,Time Warner Cable
50.42.56.57,80,Frontier Communications
70.63.224.9,80,Time Warner Cable
208.65.21.184,80,Compunet
71.68.199.88,80,Time Warner Cable
75.183.143.104,80,Time Warner Cable
74.37.214.15,80,Frontier Communications
50.42.41.77,80,Frontier Communications
107.190.147.10,80,Horry Telephone Cooperative
70.63.224.22,80,Time Warner Cable
50.42.41.81,80,Frontier Communications
174.107.138.124,80,Time Warner Cable
75.183.137.112,80,Time Warner Cable
24.172.45.145,80,Time Warner Cable
24.172.44.250,80,Time Warner Cable
24.199.189.220,80,Time Warner Cable
24.172.45.169,80,Time Warner Cable
50.42.46.105,80,Frontier Communications
174.107.136.46,80,Time Warner Cable
75.183.130.82,80,Time Warner Cable
75.183.141.191,80,Time Warner Cable
208.65.23.18,80,Compunet
24.172.45.246,80,Time Warner Cable
75.183.140.173,80,Time Warner Cable
208.65.21.88,80,Compunet
50.42.41.128,80,Frontier Communications
174.107.147.241,80,Time Warner Cable
208.65.23.38,80,Compunet
50.123.185.172,80,Frontier Communications
50.123.169.157,80,Frontier Communications
174.107.128.47,80,Time Warner Cable
174.107.145.197,80,Time Warner Cable
174.107.145.205,80,Time Warner Cable
96.10.104.182,80,Time Warner Cable
174.107.141.157,80,Time Warner Cable
24.172.44.58,80,Time Warner Cable
71.68.198.10,80,Time Warner Cable
107.190.147.66,80,Horry Telephone Cooperative
208.65.23.66,80,Compunet
50.36.30.109,80,Frontier Communications
174.107.128.186,80,Time Warner Cable
174.107.136.97,80,Time Warner Cable
50.42.34.113,80,Frontier Communications
174.107.147.112,80,Time Warner Cable
24.199.189.69,80,Time Warner Cable
174.107.146.108,80,Time Warner Cable
50.42.46.107,80,Frontier Communications
71.68.198.99,80,Time Warner Cable
75.183.139.190,80,Time Warner Cable
50.42.56.41,80,Frontier Communications
50.123.170.45,80,Frontier Communications
50.42.41.79,80,Frontier Communications
50.42.41.171,80,Frontier Communications
208.65.23.1,80,Compunet
74.37.215.129,80,Frontier Communications
75.183.131.66,80,Time Warner Cable
50.42.34.153,80,Frontier Communications
50.123.168.160,80,Frontier Communications
75.183.143.174,80,Time Warner Cable
50.123.144.120,80,Frontier Communications
74.37.215.130,80,Frontier Communications
174.107.141.135,80,Time Warner Cable
70.63.224.126,80,Time Warner Cable
50.123.169.56,80,Frontier Communications
24.172.55.93,80,Time Warner Cable
208.65.21.211,80,Compunet
208.65.23.26,80,Compunet
71.68.198.95,80,Time Warner Cable
70.63.224.58,80,Time Warner Cable
24.172.44.169,80,Time Warner Cable
208.65.22.165,80,Compunet
50.123.145.10,80,Frontier Communications
174.107.138.76,80,Time Warner Cable
70.63.224.217,80,Time Warner Cable
174.107.138.98,80,Time Warner Cable
24.172.45.57,80,Time Warner Cable
50.42.41.131,80,Frontier Communications
96.10.132.185,80,Time Warner Cable
70.63.224.61,80,Time Warner Cable
75.183.139.170,80,Time Warner Cable
50.42.43.26,80,Frontier Communications
96.10.104.89,80,Time Warner Cable
75.183.128.203,80,Time Warner Cable
50.42.43.54,80,Frontier Communications
174.107.159.9,80,Time Warner Cable
75.183.139.57,80,Time Warner Cable
174.107.147.97,80,Time Warner Cable
24.199.189.66,80,Time Warner Cable
50.42.41.168,80,Frontier Communications
208.65.23.5,80,Compunet
96.10.104.145,80,Time Warner Cable
174.107.129.244,80,Time Warner Cable
208.65.21.18,80,Compunet
174.107.146.193,80,Time Warner Cable
50.42.41.4,80,Frontier Communications
174.107.140.223,80,Time Warner Cable
50.123.152.18,80,Frontier Communications
107.190.145.219,80,Horry Telephone Cooperative
50.42.41.6,80,Frontier Communications
71.68.197.99,80,Time Warner Cable
71.68.199.196,80,Time Warner Cable
75.183.140.82,80,Time Warner Cable
70.63.224.81,80,Time Warner Cable
71.68.199.199,80,Time Warner Cable
50.42.41.155,80,Frontier Communications
208.65.20.26,80,Compunet
174.107.254.138,80,Time Warner Cable
50.42.41.7,80,Frontier Communications
50.123.144.89,80,Frontier Communications
50.42.46.58,80,Frontier Communications
24.172.45.3,80,Time Warner Cable
50.42.41.214,80,Frontier Communications
24.211.91.232,80,Time Warner Cable
75.183.139.220,80,Time Warner Cable
208.65.21.182,80,Compunet
75.183.139.28,80,Time Warner Cable
96.10.105.125,80,Time Warner Cable
50.123.145.48,80,Frontier Communications
75.183.137.136,80,Time Warner Cable
107.190.145.105,80,Horry Telephone Cooperative
50.123.144.97,80,Frontier Communications
50.42.34.158,80,Frontier Communications
50.123.145.51,80,Frontier Communications
24.172.44.237,80,Time Warner Cable
24.211.90.16,80,Time Warner Cable
50.36.31.198,80,Frontier Communications
96.10.132.113,80,Time Warner Cable
174.107.146.103,80,Time Warner Cable
50.123.144.98,80,Frontier Communications
174.107.252.94,80,Time Warner Cable
208.65.21.12,80,Compunet
75.183.128.142,80,Time Warner Cable
174.107.129.206,80,Time Warner Cable
75.183.139.222,80,Time Warner Cable
24.172.44.73,80,Time Warner Cable
174.107.255.213,80,Time Warner Cable
75.183.132.143,80,Time Warner Cable
174.107.254.0,80,Time Warner Cable
208.65.20.62,80,Compunet
208.65.23.242,80,Compunet
75.183.139.194,80,Time Warner Cable
208.65.20.69,80,Compunet
208.65.21.43,80,Compunet
75.183.132.214,80,Time Warner Cable
208.65.22.132,80,Compunet
107.190.145.106,80,Horry Telephone Cooperative
107.190.145.102,80,Horry Telephone Cooperative
50.123.169.155,80,Frontier Communications
75.183.140.200,80,Time Warner Cable
96.10.132.45,80,Time Warner Cable
107.190.145.99,80,Horry Telephone Cooperative
174.107.136.206,80,Time Warner Cable
50.123.171.200,80,Frontier Communications
96.10.105.234,80,Time Warner Cable
208.65.22.139,80,Compunet
208.65.21.170,80,Compunet
65.184.120.221,80,Time Warner Cable
24.172.45.34,80,Time Warner Cable
174.107.133.194,80,Time Warner Cable
208.65.23.30,80,Compunet
208.65.22.130,80,Compunet
208.65.21.24,80,Compunet
174.107.138.255,80,Time Warner Cable
208.65.20.222,80,Compunet
74.37.214.77,80,Frontier Communications
75.183.141.206,80,Time Warner Cable
174.107.252.62,80,Time Warner Cable
174.107.145.94,80,Time Warner Cable
50.42.46.1,80,Frontier Communications
208.65.21.181,80,Compunet
24.172.45.181,80,Time Warner Cable
50.42.41.170,80,Frontier Communications
50.42.41.5,80,Frontier Communications
24.211.90.229,80,Time Warner Cable
50.123.171.2,80,Frontier Communications
50.123.152.10,80,Frontier Communications
71.68.199.205,80,Time Warner Cable
50.42.47.46,80,Frontier Communications
174.107.252.236,80,Time Warner Cable
24.199.189.142,80,Time Warner Cable
208.65.23.35,80,Compunet
24.211.89.143,80,Time Warner Cable
71.68.197.145,80,Time Warner Cable
24.211.90.59,80,Time Warner Cable
174.107.147.165,80,Time Warner Cable
75.183.136.57,80,Time Warner Cable
208.65.22.134,80,Compunet
174.107.151.74,80,Time Warner Cable
50.123.145.163,80,Frontier Communications
50.42.41.129,80,Frontier Communications
96.10.132.85,80,Time Warner Cable
208.65.21.171,80,Compunet
75.183.138.19,80,Time Warner Cable
50.123.171.231,80,Frontier Communications
174.107.144.227,80,Time Warner Cable
208.65.21.66,80,Compunet
198.29.52.99,80,Sea Mist Resort - (000) 082
174.107.156.11,80,Time Warner Cable
174.107.146.167,80,Time Warner Cable
24.172.55.118,80,Time Warner Cable
174.107.138.86,80,Time Warner Cable
174.107.146.129,80,Time Warner Cable
75.183.141.196,80,Time Warner Cable
96.10.104.1,80,Time Warner Cable
50.42.41.215,80,Frontier Communications
71.68.198.51,80,Time Warner Cable
174.107.147.77,80,Time Warner Cable
24.172.45.105,80,Time Warner Cable
24.211.90.48,80,Time Warner Cable
208.65.23.2,80,Compunet
24.211.88.212,80,Time Warner Cable
75.183.139.195,80,Time Warner Cable
96.10.104.27,80,Time Warner Cable
50.42.46.116,80,Frontier Communications
50.123.171.23,80,Frontier Communications
74.37.215.99,80,Frontier Communications
24.211.88.228,80,Time Warner Cable
24.172.45.247,80,Time Warner Cable
208.65.20.221,80,Compunet
75.183.136.174,80,Time Warner Cable
24.172.45.4,80,Time Warner Cable
75.183.141.243,80,Time Warner Cable
50.42.41.212,80,Frontier Communications
208.65.22.77,80,Compunet
75.183.136.4,80,Time Warner Cable
107.190.147.122,80,Horry Telephone Cooperative
24.211.91.96,80,Time Warner Cable
24.211.90.112,80,Time Warner Cable
75.183.128.192,80,Time Warner Cable
50.42.41.82,80,Frontier Communications
70.101.29.207,80,Frontier Communications
174.107.145.44,80,Time Warner Cable
174.107.141.37,80,Time Warner Cable
24.211.91.54,80,Time Warner Cable
50.42.43.118,80,Frontier Communications
174.107.248.240,80,Time Warner Cable
50.42.34.33,80,Frontier Communications
70.63.224.233,80,Time Warner Cable
174.107.250.51,80,Time Warner Cable
65.184.99.90,80,Time Warner Cable
75.183.137.195,80,Time Warner Cable
174.107.129.123,80,Time Warner Cable
174.107.253.18,80,Time Warner Cable
174.107.129.83,80,Time Warner Cable
24.172.44.13,80,Time Warner Cable
65.184.124.152,80,Time Warner Cable
50.42.41.72,80,Frontier Communications
96.10.132.161,80,Time Warner Cable
174.107.254.124,80,Time Warner Cable
208.65.21.14,80,Compunet
107.190.145.107,80,Horry Telephone Cooperative
24.211.89.78,80,Time Warner Cable
50.123.170.27,80,Frontier Communications
174.107.157.147,80,Time Warner Cable
50.123.170.42,80,Frontier Communications
174.107.91.232,80,Time Warner Cable
24.172.44.34,80,Time Warner Cable
174.107.138.138,80,Time Warner Cable
24.211.90.134,80,Time Warner Cable
174.107.128.54,80,Time Warner Cable
24.211.91.219,80,Time Warner Cable
174.107.141.26,80,Time Warner Cable
208.65.21.67,80,Compunet
75.183.132.232,80,Time Warner Cable
24.172.45.18,80,Time Warner Cable
208.65.23.55,80,Compunet
50.42.34.57,80,Frontier Communications
174.107.253.90,80,Time Warner Cable
96.10.104.13,80,Time Warner Cable
208.65.20.250,80,Compunet
208.65.23.17,80,Compunet
174.107.135.161,80,Time Warner Cable
50.42.41.83,80,Frontier Communications
75.183.143.52,80,Time Warner Cable
96.10.104.41,80,Time Warner Cable
50.42.41.169,80,Frontier Communications
174.107.255.226,80,Time Warner Cable
24.211.90.22,80,Time Warner Cable
75.183.130.169,80,Time Warner Cable
75.183.138.179,80,Time Warner Cable
71.68.198.251,80,Time Warner Cable
50.123.145.162,80,Frontier Communications
50.36.31.1,80,Frontier Communications
208.65.20.92,80,Compunet
24.172.55.153,80,Time Warner Cable
75.183.138.194,80,Time Warner Cable
174.107.255.200,80,Time Warner Cable
96.10.104.10,80,Time Warner Cable
50.42.46.108,80,Frontier Communications
75.183.139.213,80,Time Warner Cable
65.184.124.212,80,Time Warner Cable
50.123.171.249,80,Frontier Communications
24.211.90.248,80,Time Warner Cable
75.183.140.211,80,Time Warner Cable
75.183.130.63,80,Time Warner Cable
208.65.22.210,80,Compunet
96.10.105.74,80,Time Warner Cable
50.42.41.80,80,Frontier Communications
71.68.196.69,80,Time Warner Cable
24.199.189.214,80,Time Warner Cable
24.211.89.146,80,Time Warner Cable
24.211.88.87,80,Time Warner Cable
50.123.144.96,80,Frontier Communications
71.68.197.41,80,Time Warner Cable
50.42.47.93,80,Frontier Communications
24.199.189.165,80,Time Warner Cable
71.68.196.168,80,Time Warner Cable
96.10.132.138,80,Time Warner Cable
70.101.12.11,80,Frontier Communications
174.107.253.35,80,Time Warner Cable
50.123.170.70,80,Frontier Communications
174.107.253.85,80,Time Warner Cable
71.68.199.42,80,Time Warner Cable
174.107.250.115,80,Time Warner Cable
50.123.171.186,80,Frontier Communications
208.65.20.201,80,Compunet
24.172.45.146,80,Time Warner Cable
75.183.140.192,80,Time Warner Cable
71.68.199.18,80,Time Warner Cable
75.183.131.227,80,Time Warner Cable
208.65.23.39,80,Compunet
74.37.215.152,80,Frontier Communications
75.183.136.93,80,Time Warner Cable
67.212.32.1,80,Horry Telephone Cooperative
75.183.128.99,80,Time Warner Cable
74.37.214.210,80,Frontier Communications
24.199.189.185,80,Time Warner Cable
24.211.89.134,80,Time Warner Cable
24.172.45.125,80,Time Warner Cable
96.10.104.178,80,Time Warner Cable
50.123.144.99,80,Frontier Communications
24.199.189.6,80,Time Warner Cable
74.37.215.199,80,Frontier Communications
208.65.22.180,80,Compunet
71.68.198.194,80,Time Warner Cable
24.172.45.53,80,Time Warner Cable
24.172.45.27,80,Time Warner Cable
174.107.155.32,80,Time Warner Cable
107.190.145.29,80,Horry Telephone Cooperative
174.107.131.33,80,Time Warner Cable
24.172.45.49,80,Time Warner Cable
50.123.169.69,80,Frontier Communications
96.10.132.9,80,Time Warner Cable
208.65.23.37,80,Compunet
71.68.198.143,80,Time Warner Cable
75.183.138.139,80,Time Warner Cable
174.107.251.125,80,Time Warner Cable
208.65.22.211,80,Compunet
174.107.255.3,80,Time Warner Cable
24.172.45.6,80,Time Warner Cable
50.123.145.49,80,Frontier Communications
71.68.198.216,80,Time Warner Cable
107.190.145.121,80,Horry Telephone Cooperative
174.107.157.28,80,Time Warner Cable
24.211.90.219,80,Time Warner Cable
24.172.45.37,80,Time Warner Cable
75.183.139.34,80,Time Warner Cable
71.68.199.8,80,Time Warner Cable
174.107.255.245,80,Time Warner Cable
71.68.197.51,80,Time Warner Cable
71.68.198.33,80,Time Warner Cable
71.68.197.173,80,Time Warner Cable
70.63.224.236,80,Time Warner Cable
75.183.136.254,80,Time Warner Cable
75.183.141.215,80,Time Warner Cable
208.65.21.20,80,Compunet
50.123.185.46,80,Frontier Communications
24.211.88.83,80,Time Warner Cable
75.183.143.189,80,Time Warner Cable
75.183.139.205,80,Time Warner Cable
208.65.22.163,80,Compunet
75.183.138.236,80,Time Warner Cable
24.211.89.21,80,Time Warner Cable
174.107.253.136,80,Time Warner Cable
65.184.125.228,80,Time Warner Cable
50.123.170.222,80,Frontier Communications
96.10.104.42,80,Time Warner Cable
75.183.136.225,80,Time Warner Cable
50.42.34.130,80,Frontier Communications
208.65.23.25,80,Compunet
24.211.91.49,80,Time Warner Cable
174.107.254.131,80,Time Warner Cable
174.107.249.117,80,Time Warner Cable
174.107.251.50,80,Time Warner Cable
96.10.104.162,80,Time Warner Cable
75.183.138.42,80,Time Warner Cable
74.37.214.232,80,Frontier Communications
174.107.253.102,80,Time Warner Cable
174.107.249.43,80,Time Warner Cable
74.37.214.199,80,Frontier Communications
50.123.168.255,80,Frontier Communications
174.107.248.253,80,Time Warner Cable
174.107.155.11,80,Time Warner Cable
75.183.139.204,80,Time Warner Cable
24.211.89.107,80,Time Warner Cable
96.10.105.205,80,Time Warner Cable
50.123.170.84,80,Frontier Communications
70.63.224.172,80,Time Warner Cable
65.184.125.54,80,Time Warner Cable
96.10.104.131,80,Time Warner Cable
24.199.189.169,80,Time Warner Cable
50.123.171.252,80,Frontier Communications
24.172.45.29,80,Time Warner Cable
24.211.90.163,80,Time Warner Cable
24.211.88.161,80,Time Warner Cable
50.123.169.138,80,Frontier Communications
71.68.199.145,80,Time Warner Cable
174.107.140.240,80,Time Warner Cable
75.183.130.68,80,Time Warner Cable
71.68.196.242,80,Time Warner Cable
